index,F,E0,mag,vol,nFe,nCo,nS,Eform,Ehull,Js
641,-456.695820,-456.666340,45.133600,1084.190000,30,4,38,-0.315040,0.204592,0.485145
644,-386.943600,-386.916680,8.546800,942.960000,24,2,38,-0.259472,0.259224,0.105630
645,-76.546338,-76.543333,7.332600,205.350000,4,1,8,-0.257662,0.269695,0.416141
646,-42.591690,-42.589302,3.002600,99.050000,2,1,4,-0.364086,0.172210,0.353281
647,-72.564542,-72.563688,0.000000,222.280000,1,4,8,-0.281213,0.223609,0.000000
648,-89.593674,-89.584818,0.575100,240.140000,1,5,10,-0.345562,0.145910,0.027910
649,-75.718333,-75.712552,0.308900,197.310000,4,2,6,-0.324283,0.212608,0.018245
650,-66.632810,-66.628152,0.000000,180.400000,3,2,6,-0.283933,0.257645,0.000000
652,-113.426200,-113.412880,26.043100,177.420000,3,12,1,-0.105117,0.039952,1.710675
653,-65.322602,-65.318145,2.795000,235.980000,2,2,8,-0.155775,0.319499,0.138033
654,-99.307719,-99.299937,5.751600,263.790000,4,4,8,-0.340200,0.210623,0.254102
655,-217.527050,-217.510880,13.321800,477.650000,12,3,20,-0.412862,0.113881,0.325035
656,-186.119520,-186.108150,4.458300,440.700000,3,12,16,-0.400818,0.173689,0.117897
657,-128.622520,-128.612370,9.117900,255.270000,4,8,8,-0.360247,0.147840,0.416267
659,-83.486164,-83.482393,1.133300,204.150000,2,4,8,-0.447014,0.103878,0.064695
660,-52.556268,-52.552229,10.255600,95.190000,2,4,2,-0.013594,0.382610,1.255588
661,-95.604584,-95.598471,4.304400,240.840000,5,1,10,-0.364265,0.161137,0.208287
662,-125.765680,-125.757080,11.473700,285.620000,4,8,8,-0.217482,0.290605,0.468158
665,-337.251600,-337.227740,0.000400,958.210000,16,8,32,-0.301824,0.234472,0.000005
666,-42.260279,-42.257673,1.148200,103.020000,2,1,4,-0.316711,0.219586,0.129889
668,-85.908500,-85.904138,2.104900,191.800000,4,2,8,-0.415910,0.120386,0.127897
669,-51.235424,-51.232743,1.690900,136.070000,3,1,4,-0.359471,0.170454,0.144821
671,-59.508494,-59.504573,1.711300,140.550000,2,2,6,-0.431596,0.109107,0.141897
673,-40.274376,-40.270023,1.759100,131.850000,1,2,4,-0.236847,0.314046,0.155485
674,-257.015970,-257.005210,0.137400,672.460000,12,6,24,-0.399072,0.137224,0.002381
675,-67.011745,-67.008547,2.992700,201.090000,2,2,8,-0.296641,0.178632,0.173440
677,-192.167230,-192.157740,28.375500,320.190000,6,16,7,-0.108500,0.269989,1.032793
678,-83.684674,-83.680606,3.907600,206.240000,2,4,8,-0.461172,0.089720,0.220808
679,-163.165490,-163.156000,15.016600,393.310000,4,8,16,-0.310986,0.239906,0.444953
680,-151.146660,-151.136520,7.396500,301.890000,8,4,12,-0.312258,0.224633,0.285532
681,-85.008702,-85.001520,0.482800,239.540000,4,2,8,-0.351437,0.184859,0.023489
682,-113.020110,-113.013370,8.325700,240.970000,8,1,8,-0.385562,0.110446,0.402657
683,-41.868337,-41.863304,2.593300,118.460000,2,1,4,-0.260372,0.275924,0.255128
684,-32.828427,-32.825379,1.134800,96.550000,1,1,4,-0.183492,0.291781,0.136976
685,-367.962990,-367.937030,2.857400,875.430000,24,3,32,-0.263044,0.256493,0.038039
686,-167.018680,-167.008760,4.469500,423.680000,2,8,20,-0.422415,0.027867,0.122941
687,-119.519810,-119.511860,9.181500,199.600000,6,6,6,-0.194859,0.240389,0.536081
688,-241.666640,-241.650930,8.633300,613.240000,13,3,24,-0.343837,0.182469,0.164068
689,-540.317130,-540.276910,34.509600,973.400000,14,42,28,-0.225280,0.244413,0.413167
690,-213.948040,-213.926760,44.914800,335.790000,20,3,6,-0.074398,0.179297,1.558831
692,-172.244260,-172.231840,0.052500,399.720000,4,10,14,-0.438155,0.130580,0.001531
693,-40.670482,-40.668194,2.242800,119.370000,1,2,4,-0.293728,0.257164,0.218964
694,-220.130090,-220.114170,21.105000,460.020000,12,5,18,-0.329668,0.203920,0.534670
695,-57.207948,-57.206424,2.290900,176.660000,2,2,6,-0.201781,0.338922,0.151128
697,-32.766160,-32.763730,1.426900,60.170000,2,1,2,-0.196654,0.268106,0.276370
698,-38.927747,-38.924908,2.311600,113.070000,1,2,4,-0.044687,0.506205,0.238255
699,-122.802760,-122.792710,5.789200,179.690000,12,3,1,0.112233,0.253913,0.375467
700,-84.426841,-84.415464,5.226900,238.570000,3,2,10,-0.292673,0.190931,0.255332
701,-41.029806,-41.024366,0.022700,119.380000,1,2,4,-0.344610,0.206283,0.002216
702,-83.950302,-83.944799,7.070300,122.770000,8,2,1,0.044624,0.212861,0.671155
703,-203.661300,-203.650590,0.022600,608.760000,1,12,24,-0.366470,0.092167,0.000433
704,-120.980560,-120.972580,0.435100,305.620000,2,8,10,-0.396873,0.179027,0.016591
706,-65.101305,-65.097836,1.860100,170.850000,1,4,6,-0.404560,0.155596,0.126882
707,-117.264230,-117.253630,26.768600,247.080000,8,4,6,0.089332,0.500509,1.262599
708,-93.014697,-93.009474,2.093100,205.780000,4,3,8,-0.402694,0.141350,0.118540
709,-133.070550,-133.063320,7.025900,348.270000,6,4,12,-0.275161,0.266417,0.235106
710,-114.287310,-114.278610,2.075700,296.600000,4,4,12,-0.195069,0.345634,0.081559
711,-262.255770,-262.241570,20.901900,779.540000,8,12,24,-0.316737,0.240039,0.312482
712,-248.941130,-248.922170,3.198800,655.630000,6,12,24,-0.410704,0.140188,0.056860
713,-41.304875,-41.301045,4.137300,111.890000,2,1,4,-0.180049,0.356247,0.430926
714,-108.228040,-108.216050,23.444400,177.570000,2,12,2,-0.041950,0.160329,1.538675
715,-184.895580,-184.880290,12.149400,390.750000,2,16,12,-0.282785,0.247363,0.362354
716,-74.443421,-74.438430,1.208100,276.240000,2,2,10,-0.194953,0.212425,0.050968
717,-91.233074,-91.225378,11.187800,228.740000,6,2,6,-0.197976,0.279431,0.570007
718,-84.782305,-84.778601,2.848700,191.140000,3,3,8,-0.437557,0.110680,0.173689
719,-86.647450,-86.628359,3.552000,213.590000,6,2,6,0.130382,0.607790,0.193807
720,-33.562155,-33.560021,1.334200,95.820000,1,1,4,-0.305933,0.169341,0.162271
721,-85.155348,-85.149569,2.290900,232.150000,4,2,8,-0.362012,0.174284,0.115005
722,-118.432060,-118.421500,0.005200,357.410000,6,2,12,-0.259354,0.271132,0.000170
723,-76.815894,-76.811433,0.379900,208.410000,3,2,8,-0.388178,0.147039,0.021244
724,-24.642209,-24.636871,0.296500,51.780000,1,2,1,0.396217,0.792421,0.066733
725,-76.280998,-76.277623,0.024700,272.220000,4,1,8,-0.237223,0.290134,0.001057
726,-341.156110,-341.133730,14.316300,835.190000,14,10,32,-0.422595,0.119671,0.199767
727,-113.948810,-113.939590,2.262500,291.230000,4,4,12,-0.178118,0.362585,0.090538
728,-59.418500,-59.414617,2.572700,145.790000,2,2,6,-0.422601,0.118102,0.205655
729,-218.747380,-218.735000,0.758100,627.540000,1,15,24,-0.199519,0.307603,0.014079
730,-169.531060,-169.519420,6.130700,407.950000,4,11,13,-0.242799,0.320052,0.175138
731,-33.561889,-33.559878,1.341100,96.560000,1,1,4,-0.305909,0.169365,0.161861
732,-312.574550,-312.559000,18.253300,805.630000,18,2,32,-0.325517,0.195410,0.264048
733,-533.116800,-533.075970,10.990200,956.430000,8,48,28,-0.241597,0.214139,0.133915
734,-24.915521,-24.913418,0.948100,62.090000,1,1,2,-0.362308,0.188515,0.177955
735,-60.006979,-59.999138,8.759900,109.930000,1,6,2,-0.232954,0.087605,0.928668
736,-83.848520,-83.841782,19.072100,133.070000,2,9,1,-0.090838,0.073300,1.670305
737,-451.849800,-451.841770,17.280700,1263.930000,20,9,50,-0.215459,0.311509,0.159337
738,-108.197190,-108.192450,0.313200,232.640000,3,6,8,-0.522155,0.037569,0.015690
740,-242.200360,-242.184330,13.239700,604.220000,12,4,24,-0.392887,0.137599,0.255364
741,-41.678243,-41.676048,1.119800,136.860000,1,2,4,-0.437707,0.113185,0.095355
742,-42.991776,-42.987851,2.691100,95.730000,2,1,4,-0.421022,0.115274,0.327612
743,-72.553771,-72.548015,3.026200,153.530000,4,2,6,-0.060571,0.476320,0.229711
744,-186.915970,-186.904590,39.400200,324.860000,17,4,4,-0.058270,0.171223,1.413447
745,-56.923733,-56.923143,14.666700,92.160000,3,4,1,-0.036689,0.249271,1.854673
746,-200.668660,-200.653600,37.856400,350.330000,6,18,6,-0.066571,0.257075,1.259330
747,-84.977913,-84.970804,1.427900,235.190000,4,2,8,-0.349243,0.187053,0.070755
748,-85.145654,-85.140037,7.963600,203.960000,5,1,8,-0.259288,0.265066,0.455032
749,-78.103026,-78.093551,4.239000,200.250000,4,1,8,-0.376910,0.150447,0.246700
750,-94.548382,-94.539113,8.127900,253.960000,5,1,10,-0.298055,0.227347,0.372984
751,-109.670010,-109.666750,8.172100,243.130000,2,8,8,-0.271770,0.284876,0.391717
752,-96.136921,-96.132059,21.819700,179.280000,8,2,4,0.049569,0.399365,1.418386
753,-168.678110,-168.672000,0.970400,465.830000,8,4,16,-0.303900,0.232396,0.024277
754,-206.188970,-206.177350,5.366800,483.570000,3,12,20,-0.456402,0.085471,0.129340
755,-70.585593,-70.584516,0.760900,164.050000,3,1,8,-0.475589,0.020512,0.054054
756,-123.045970,-123.035490,8.027700,172.770000,12,3,1,0.097059,0.238739,0.541502
757,-93.546217,-93.542742,4.977800,215.670000,4,3,8,-0.438245,0.105799,0.268983
758,-163.229900,-163.213630,4.956300,413.290000,2,10,16,-0.415087,0.124531,0.139759
759,-68.450661,-68.447281,5.271600,221.630000,3,1,8,-0.297486,0.198615,0.277199
760,-210.252560,-210.241610,14.216200,456.840000,6,12,16,-0.341470,0.218254,0.362658
761,-699.642610,-699.551990,103.970700,2373.130000,36,12,72,-0.167879,0.362607,0.510584
762,-211.838330,-211.826500,3.446000,447.070000,5,12,18,-0.378597,0.188426,0.089829
763,-73.746841,-73.738846,9.370800,170.160000,4,2,6,-0.159807,0.377084,0.641795
764,-421.098210,-421.080750,23.393200,825.930000,30,4,30,-0.314660,0.180534,0.330083
765,-82.277289,-82.274029,2.184100,194.920000,1,5,8,-0.462745,0.076873,0.130585
767,-162.178610,-162.155330,34.537600,265.190000,3,18,3,-0.034918,0.167360,1.517793
768,-163.042490,-163.031970,1.819700,384.120000,1,11,16,-0.459621,0.074360,0.055209
769,-147.266660,-147.259780,0.796600,309.460000,4,8,12,-0.388828,0.175926,0.029999
770,-37.972154,-37.970880,1.158800,91.510000,2,1,3,-0.343383,0.193508,0.147577
771,-147.878000,-147.870410,2.770100,384.270000,4,8,12,-0.414271,0.150483,0.084011
772,-227.609020,-227.592180,5.631600,699.720000,4,12,24,-0.313804,0.211115,0.093796
773,-201.570340,-201.558450,45.631100,337.720000,12,12,4,-0.092522,0.195895,1.574641
774,-64.055828,-64.052456,1.855200,118.260000,1,6,3,-0.201979,0.213204,0.182823
776,-112.013210,-112.000090,20.796100,228.080000,4,8,6,0.063728,0.523003,1.062606
777,-455.879060,-455.843860,41.128900,1080.620000,30,4,38,-0.303617,0.216015,0.443559
778,-41.697618,-41.693522,0.019100,95.540000,1,2,4,-0.440204,0.110689,0.002330
779,-83.040710,-83.035391,4.393100,200.770000,2,4,8,-0.415086,0.135807,0.255006
780,-402.896140,-402.868340,6.051100,1035.810000,7,22,40,-0.404650,0.134139,0.068082
781,-108.982030,-108.974490,0.000100,284.550000,4,4,10,-0.380973,0.167839,0.000004
782,-253.570720,-253.553960,1.380400,637.950000,2,18,24,-0.314101,0.238880,0.025217
783,-105.444840,-105.438400,10.234900,279.020000,2,8,8,-0.036862,0.519785,0.427490
784,-73.291765,-73.282156,1.247200,190.880000,2,4,6,-0.359850,0.204904,0.076147
785,-85.064796,-85.058188,6.815300,198.130000,4,2,8,-0.355485,0.180811,0.400878
786,-83.981203,-83.977184,8.747500,133.260000,7,1,4,-0.196259,0.177782,0.765000
787,-329.896510,-329.862490,0.603800,461.060000,31,11,1,0.182245,0.312410,0.015262
788,-135.373790,-135.369300,3.803800,530.790000,2,8,14,-0.242237,0.291256,0.083517
789,-339.728220,-339.709470,0.689600,941.730000,16,8,32,-0.346141,0.190155,0.008534
790,-161.453960,-161.443040,32.359100,251.950000,16,1,5,-0.038381,0.211917,1.496785
791,-111.115150,-111.108740,3.045100,244.610000,6,3,8,-0.441595,0.079899,0.145079
792,-101.554450,-101.550740,1.741600,251.660000,2,4,12,-0.433670,0.027719,0.080651
793,-85.003307,-84.999260,4.110600,204.260000,3,3,8,-0.453319,0.094919,0.234530
794,-166.992570,-166.981640,3.081300,385.090000,4,8,16,-0.447616,0.103276,0.093250
795,-87.354585,-87.350003,5.215800,190.170000,5,1,8,-0.417143,0.107212,0.319636
796,-113.209830,-113.201470,15.536600,223.400000,2,11,4,-0.252003,0.087413,0.810495
797,-240.813730,-240.800140,0.260600,524.050000,12,8,18,-0.304245,0.227339,0.005795
798,-522.072400,-522.048200,32.981900,1284.640000,24,16,44,-0.363448,0.178552,0.299207
799,-62.969282,-62.963693,1.773100,133.760000,1,5,4,-0.368858,0.159598,0.154484
800,-47.761956,-47.756793,4.952600,110.730000,1,4,3,0.062566,0.568986,0.521249
801,-161.889600,-161.878560,1.106200,409.840000,4,8,16,-0.265363,0.285529,0.031456
802,-167.230690,-167.224480,3.264900,433.330000,1,12,16,-0.350835,0.196199,0.087807
803,-128.813970,-128.802300,6.983500,302.660000,4,6,12,-0.211352,0.345425,0.268903
804,-65.930233,-65.925580,0.041100,215.040000,2,2,8,-0.206394,0.268880,0.002227
805,-195.584030,-195.574900,6.853500,512.070000,3,11,20,-0.360567,0.170404,0.155977
806,-37.231847,-37.227641,4.779600,86.120000,1,3,2,0.001982,0.471674,0.646792
807,-90.679878,-90.672858,0.008800,235.680000,1,5,10,-0.413564,0.077908,0.000435
808,-54.221041,-54.217206,2.023000,144.640000,2,2,5,-0.350968,0.197844,0.162999
810,-83.169486,-83.165069,1.233400,230.730000,2,4,8,-0.424348,0.126544,0.062298
811,-83.463127,-83.458217,0.968900,192.920000,2,4,8,-0.445287,0.105605,0.058530
812,-75.261493,-75.253563,8.554300,201.320000,4,2,6,-0.286034,0.250857,0.495194
813,-116.239520,-116.231530,10.778700,257.580000,4,5,10,-0.380362,0.173908,0.487676
814,-217.543430,-217.527290,13.323900,477.930000,12,3,20,-0.413331,0.113412,0.324896
815,-71.574449,-71.567161,2.225700,221.920000,1,4,8,-0.204557,0.300265,0.116882
816,-117.578690,-117.571440,28.012000,184.420000,8,6,2,-0.090936,0.170848,1.770164
817,-153.245330,-153.235370,13.393300,414.620000,8,2,16,-0.263381,0.263975,0.376456
818,-127.944780,-127.940150,7.817400,268.000000,4,8,8,-0.326636,0.181451,0.339942
819,-52.931906,-52.911639,2.481500,84.430000,1,6,1,0.107599,0.309878,0.342527
820,-41.438368,-41.433720,0.000000,102.390000,1,2,4,-0.403089,0.147804,0.000000
821,-99.842843,-99.838119,3.214700,185.550000,6,3,6,-0.299783,0.164977,0.201910
822,-149.533280,-149.523840,40.802200,236.410000,10,9,1,-0.012096,0.198556,2.011385
823,-237.571530,-237.552890,11.364000,489.820000,16,4,16,-0.301664,0.182770,0.270378
824,-82.267710,-82.264361,2.177100,194.270000,1,5,8,-0.462055,0.077563,0.130602
825,-67.161398,-67.156569,2.470400,173.890000,3,2,6,-0.331971,0.209607,0.165566
827,-49.514889,-49.510889,2.423600,99.740000,2,2,4,-0.322815,0.228008,0.283184
828,-70.288045,-70.283475,14.484000,115.890000,4,4,2,-0.120745,0.212152,1.456532
829,-108.773610,-108.764590,4.223700,285.510000,4,4,10,-0.369312,0.179500,0.172405
830,-171.099920,-171.089380,2.822400,468.440000,8,4,16,-0.390235,0.146061,0.070217
831,-42.242834,-42.238884,0.030700,118.890000,2,1,4,-0.314026,0.222270,0.003009
832,-80.424646,-80.421205,2.165200,250.640000,1,4,10,-0.216870,0.233412,0.100676
833,-23.669454,-23.662945,1.364900,58.600000,1,1,2,-0.049690,0.501133,0.271444
834,-84.569620,-84.560498,0.355300,202.350000,3,3,8,-0.421979,0.126259,0.020463
835,-102.583140,-102.576410,2.506100,226.320000,6,2,8,-0.366404,0.163521,0.129048
836,-42.684693,-42.682710,3.070500,99.790000,2,1,4,-0.377430,0.158866,0.358591
837,-103.132680,-103.129500,8.242600,223.860000,6,2,8,-0.400972,0.128953,0.429107
838,-123.003220,-122.992700,13.919400,178.900000,12,3,1,0.099733,0.241414,0.906750
839,-58.410657,-58.407048,3.523500,125.270000,4,1,4,-0.192644,0.291790,0.327797
840,-280.603370,-280.602340,2.481300,932.950000,15,1,32,-0.350140,0.161581,0.030995
841,-365.024660,-365.006270,7.887200,908.000000,5,24,32,-0.425524,0.147248,0.101231
842,-365.058820,-365.025380,35.172600,928.790000,7,24,32,-0.148310,0.424782,0.441331
843,-203.251600,-203.228060,0.743300,286.180000,24,1,1,0.283858,0.339025,0.030269
844,-472.288350,-472.246540,29.643200,1094.490000,10,30,38,-0.327040,0.245680,0.315639
845,-80.606172,-80.604523,2.214300,257.820000,1,4,10,-0.229091,0.221191,0.100092
846,-42.081350,-42.080087,0.330400,113.640000,2,1,4,-0.291341,0.244955,0.033883
847,-31.564188,-31.562667,4.183100,63.920000,1,2,2,-0.242162,0.265925,0.762674
848,-191.605130,-191.596980,17.075100,443.600000,12,2,16,-0.398148,0.123605,0.448590
849,-421.970810,-421.940270,0.019700,1056.790000,4,30,38,-0.348618,0.217842,0.000217
850,-181.713340,-181.690470,0.073200,377.250000,2,18,10,0.007379,0.453074,0.002261
851,-48.036550,-48.031969,0.000300,122.680000,1,3,4,-0.316525,0.255195,0.000028
852,-329.180720,-329.155880,54.448200,534.430000,16,20,12,-0.182929,0.197375,1.187326
853,-171.755740,-171.740130,34.539900,281.230000,12,8,4,-0.013457,0.275798,1.431320
854,-115.958690,-115.949750,6.015900,239.890000,8,2,8,-0.144625,0.339809,0.292258
855,-150.920690,-150.915470,0.293200,574.850000,5,3,20,-0.216739,0.199564,0.005944
856,-152.836660,-152.823880,4.804700,367.100000,8,4,12,-0.382565,0.154326,0.152531
857,-184.509110,-184.491590,5.336900,386.990000,2,16,12,-0.269828,0.260320,0.160719
858,-178.461820,-178.451460,3.439900,419.630000,6,6,18,-0.429521,0.111182,0.095534
859,-96.050947,-96.042672,8.241900,182.590000,1,10,4,-0.155280,0.205962,0.526051
860,-421.273150,-421.237960,7.289600,1016.400000,12,18,40,-0.460854,0.094548,0.083583
861,-113.074240,-113.067730,4.189400,283.090000,6,1,12,-0.353736,0.170328,0.172466
862,-54.109961,-54.107935,0.138500,142.440000,2,2,5,-0.338827,0.209985,0.011332
864,-61.113500,-61.112372,4.234800,98.120000,4,2,3,-0.186841,0.224336,0.502982
865,-53.850152,-53.847049,7.737000,90.450000,2,4,2,-0.175446,0.220757,0.996877
866,-234.527050,-234.478170,0.330300,493.590000,20,13,3,0.938262,1.160539,0.007799
867,-35.441902,-35.437410,1.850900,81.220000,1,2,3,-0.159239,0.405516,0.265581
868,-64.567917,-64.562346,1.799600,200.140000,1,3,8,-0.211842,0.242605,0.104790
869,-94.837767,-94.832461,22.374300,168.070000,4,8,2,0.128161,0.409542,1.551446
870,-118.116350,-118.110120,1.216100,322.970000,4,4,12,-0.386645,0.154058,0.043882
871,-172.317490,-172.306210,3.760200,392.950000,8,4,16,-0.433693,0.102603,0.111520
873,-96.503457,-96.491275,2.060900,191.080000,3,6,6,-0.362380,0.145707,0.125695
874,-102.860850,-102.851840,13.397100,266.540000,8,2,6,0.139651,0.566264,0.585768
875,-217.451220,-217.440330,5.802900,617.560000,4,12,22,-0.280540,0.259363,0.109507
876,-238.015610,-237.995380,0.226400,497.640000,2,18,20,-0.369558,0.214700,0.005302
877,-84.988671,-84.984617,4.116700,203.820000,3,3,8,-0.452273,0.095965,0.235386
878,-89.902823,-89.891278,15.600300,136.720000,8,3,1,0.119338,0.308245,1.329775
879,-179.655720,-179.644150,6.697100,370.600000,8,8,12,-0.301826,0.206529,0.210600
880,-7.060727,-7.059062,0.065800,62.620000,2,2,1,5.495790,5.828687,0.012246
881,-143.987780,-143.980520,0.155500,371.310000,4,8,12,-0.252192,0.312562,0.004881
882,-71.973900,-71.970024,0.560100,115.410000,4,5,1,-0.013644,0.250267,0.056559
883,-115.983260,-115.973820,3.555100,197.540000,3,9,6,-0.236402,0.233291,0.209737
885,-167.998610,-167.995490,3.997500,404.700000,8,4,16,-0.279739,0.256557,0.115115
886,-50.479123,-50.473137,0.001400,121.310000,3,1,4,-0.264520,0.265405,0.000134
887,-228.125850,-228.113060,10.988000,549.520000,10,7,20,-0.382006,0.160572,0.233030
888,-132.539710,-132.531370,0.000000,313.300000,4,6,12,-0.380855,0.175922,0.000000
889,-117.786460,-117.781840,0.000000,319.850000,4,4,12,-0.370231,0.170472,0.000000
890,-48.643417,-48.640916,2.408500,123.620000,1,3,4,-0.392643,0.179077,0.227057
891,-87.346652,-87.342006,5.207300,189.840000,5,1,8,-0.416572,0.107783,0.319670
892,-41.326332,-41.321525,0.655500,116.250000,1,2,4,-0.387061,0.163831,0.065714
893,-133.365300,-133.357470,19.724000,315.620000,6,4,12,-0.288532,0.253047,0.728296
894,-129.479820,-129.465810,34.953000,203.250000,12,4,1,0.118253,0.276086,2.004155
896,-163.363170,-163.353780,14.214600,419.540000,10,1,16,-0.267461,0.252147,0.394856
897,-489.213090,-489.184480,20.170900,1210.660000,21,12,48,-0.415369,0.122815,0.194169
898,-242.250600,-242.236180,11.067400,603.800000,12,4,24,-0.394183,0.136302,0.213614
899,-49.347611,-49.343927,3.279400,114.260000,2,2,4,-0.301944,0.248878,0.334486
900,-33.555670,-33.553007,1.580900,97.540000,1,1,4,-0.304764,0.170510,0.188886
901,-68.438312,-68.434663,5.280200,222.160000,3,1,8,-0.296434,0.199666,0.276989
902,-118.196210,-118.186650,0.032500,316.000000,4,4,12,-0.390471,0.150232,0.001199
903,-251.419400,-251.405880,9.278400,622.610000,14,3,24,-0.370540,0.154766,0.173674
904,-120.487510,-120.479420,6.987900,293.440000,6,2,12,-0.362250,0.168236,0.277527
905,-237.224120,-237.211530,7.075200,683.860000,12,4,24,-0.268567,0.261919,0.120573
906,-25.248082,-25.245650,0.737500,68.970000,1,1,2,-0.445366,0.105457,0.124618
907,-120.480570,-120.473060,6.976300,292.670000,6,2,12,-0.361932,0.168554,0.277795
908,-117.428640,-117.420040,0.019500,308.740000,4,4,12,-0.352141,0.188562,0.000736
909,-36.849903,-36.845675,0.274500,93.760000,1,2,3,-0.393950,0.170805,0.034119
910,-18.626096,-18.623398,2.806200,40.650000,1,1,1,0.236889,0.672137,0.804517
911,-222.473820,-222.464240,0.000100,487.730000,4,16,16,-0.358735,0.197911,0.000002
912,-48.365766,-48.363316,2.942000,102.840000,1,3,4,-0.357943,0.213777,0.333394
913,-49.194215,-49.188720,2.316900,102.140000,1,4,3,-0.116425,0.389995,0.264356
914,-260.473290,-260.451630,0.000000,756.520000,1,15,32,-0.347009,0.091818,0.000000
915,-188.371910,-188.361890,50.408500,309.620000,17,4,4,-0.116562,0.112931,1.897371
916,-64.113734,-64.109830,1.130800,150.930000,4,1,5,-0.330646,0.195099,0.087315
917,-82.279452,-82.274931,1.409100,191.460000,1,5,8,-0.462810,0.076808,0.085771
918,-133.279790,-133.261910,24.338200,221.040000,4,12,4,-0.041213,0.282433,1.283202
919,-38.668632,-38.664592,9.176600,77.310000,2,2,2,0.000590,0.435838,1.383323
920,-67.674020,-67.671055,4.686400,207.180000,3,1,8,-0.232800,0.263300,0.263614
921,-108.547190,-108.540410,0.859900,296.310000,4,4,10,-0.356857,0.191955,0.033820
922,-49.059117,-49.056770,0.723100,126.250000,1,3,4,-0.444625,0.127095,0.066749
924,-148.136220,-148.124730,4.089000,376.230000,4,8,12,-0.424867,0.139887,0.126660
925,-105.897250,-105.887760,13.271700,178.450000,3,9,4,-0.151838,0.230755,0.866737
926,-76.633900,-76.627182,0.672300,166.020000,4,2,6,-0.400502,0.136389,0.047193
927,-134.202260,-134.188370,0.021800,361.720000,6,4,12,-0.326300,0.215278,0.000702
928,-165.910210,-165.897600,1.470700,457.070000,4,8,16,-0.408900,0.141992,0.037499
929,-47.444537,-47.436329,4.666300,115.570000,2,2,4,-0.063495,0.487328,0.470549
930,-40.614560,-40.611588,0.000000,120.500000,1,2,4,-0.285642,0.265251,0.000000
931,-108.971530,-108.963360,17.472800,179.550000,5,7,4,-0.165488,0.219037,1.134108
932,-72.383902,-72.376075,1.184500,288.150000,1,4,8,-0.266781,0.238041,0.047906
933,-50.969504,-50.966513,0.230900,120.850000,3,1,4,-0.326192,0.203733,0.022267
934,-87.920202,-87.914647,2.080200,252.930000,2,4,10,-0.151888,0.355204,0.095848
935,-79.184831,-79.176584,10.203300,154.650000,4,4,4,-0.153360,0.281888,0.768897
936,-238.458080,-238.436180,5.650500,615.890000,9,7,24,-0.406328,0.136696,0.106921
937,-111.784520,-111.777670,5.730500,293.080000,2,6,12,-0.212883,0.312036,0.227868
938,-109.656630,-109.654080,8.178900,242.770000,2,8,8,-0.271066,0.285580,0.392624
939,-91.528268,-91.524553,4.354800,279.830000,2,4,10,-0.377508,0.129585,0.181364
940,-519.931750,-519.898790,24.523400,1246.590000,24,16,44,-0.337859,0.204141,0.229263
941,-193.207230,-193.198510,3.060500,632.310000,8,3,24,-0.196641,0.269326,0.056408
942,-56.544911,-56.535926,4.615100,183.150000,2,2,6,-0.134732,0.405972,0.293665
943,-40.793203,-40.790107,4.987100,100.150000,2,1,4,-0.107058,0.429238,0.580329
944,-178.229860,-178.220410,1.641300,389.550000,10,6,12,-0.148936,0.343946,0.049102
945,-390.040850,-390.021290,35.717400,940.750000,24,5,32,-0.390631,0.133265,0.442469
946,-108.969970,-108.962620,0.000100,281.700000,4,4,10,-0.380313,0.168499,0.000004
947,-73.269875,-73.262750,0.190700,184.120000,2,4,6,-0.358233,0.206521,0.012071
948,-57.149236,-57.146669,2.559600,173.300000,1,3,6,-0.338666,0.186253,0.172128
949,-133.437270,-133.428780,9.742100,268.110000,10,2,8,-0.172487,0.270609,0.423464
950,-166.426230,-166.419540,15.866200,392.130000,8,4,16,-0.223455,0.312841,0.471542
952,-99.858267,-99.853101,3.169600,186.250000,6,3,6,-0.300781,0.163978,0.198329
953,-117.623840,-117.618150,1.484600,310.570000,4,4,12,-0.362046,0.178657,0.055709
955,-163.058310,-163.047490,1.853900,385.570000,1,11,16,-0.460175,0.073805,0.056035
956,-67.293263,-67.289568,1.355500,130.700000,5,1,4,-0.230005,0.213091,0.120865
957,-99.852131,-99.847405,3.709700,243.910000,2,5,10,-0.439724,0.095890,0.177250
958,-41.699071,-41.697185,1.500800,95.870000,1,2,4,-0.440727,0.110166,0.182439
960,-88.499580,-88.488744,17.969700,206.290000,6,2,6,-0.002503,0.474905,1.015173
961,-42.009037,-42.003688,0.015900,117.000000,2,1,4,-0.280427,0.255869,0.001584
962,-308.347080,-308.323550,43.222800,729.960000,14,9,28,-0.279673,0.261181,0.690067
963,-75.453215,-75.447065,0.557900,185.130000,4,2,6,-0.302159,0.234732,0.035120
964,-163.969820,-163.960230,3.900300,385.400000,8,3,16,-0.395745,0.136247,0.117941
965,-36.811913,-36.809337,1.932700,92.000000,1,2,3,-0.387893,0.176861,0.244824
966,-177.692670,-177.680730,4.226500,402.340000,4,12,13,-0.278345,0.275017,0.122424
967,-82.716122,-82.714199,9.931800,134.520000,6,2,4,-0.210061,0.189081,0.860436
968,-85.914440,-85.910310,2.114100,192.300000,4,2,8,-0.416351,0.119945,0.128122
969,-132.181770,-132.173480,6.357600,247.640000,8,4,8,-0.252582,0.212178,0.299192
