index,F,E0,mag,vol,nFe,nCo,nS,Eform,Ehull,Js
Fe_ref,-16.632549,-16.632549,4.326100,22.860408,2,0,0,0.000000,0.000000,2.205413
Co_ref,-13.775345,-13.775345,0.000900,20.808721,0,2,0,0.000000,0.000000,0.000504
S_ref,-132.163820,-132.163820,0.000000,1003.344283,0,0,32,0.000000,0.000000,0.000000
1,-95.091399,-95.083596,8.698600,211.076795,6,1,8,-0.350488,0.171265,0.480271
2,-55.107516,-55.104890,10.929200,95.524107,4,2,2,0.024474,0.368673,1.333376
3,-52.544926,-52.542959,11.003400,80.970392,5,1,1,0.008029,0.212934,1.583719
4,-42.704075,-42.701378,0.000000,116.565597,2,1,4,-0.380097,0.156199,0.000000
5,-147.654330,-147.644950,0.002600,369.223716,4,8,12,-0.404877,0.159878,0.000082
6,-88.053707,-88.046913,0.008300,205.923383,1,6,8,-0.357577,0.206902,0.000470
7,-165.969740,-165.957720,1.545600,461.211591,4,8,16,-0.411048,0.139845,0.039055
8,-83.681284,-83.676771,4.080000,206.878912,2,4,8,-0.460898,0.089994,0.229838
9,-41.692117,-41.689583,1.449100,95.691546,1,2,4,-0.439641,0.111252,0.176483
10,-216.839610,-216.826750,0.414900,532.217552,4,10,24,-0.409528,0.085963,0.009085
11,-79.304068,-79.300098,2.509100,146.579434,4,4,4,-0.163653,0.271595,0.199491
12,-81.319643,-81.315055,7.474600,214.271490,2,4,8,-0.292204,0.258688,0.406538
13,-85.886185,-85.881083,1.115000,209.121644,4,2,8,-0.414263,0.122033,0.062137
14,-85.359125,-85.353271,21.565900,142.027975,6,4,2,0.029609,0.318864,1.769584
15,-91.268277,-91.265668,2.974900,256.894456,4,2,10,-0.182752,0.349035,0.134957
16,-53.812062,-53.806318,4.163600,143.354107,2,2,5,-0.305314,0.243498,0.338483
17,-148.364260,-148.358050,0.010200,345.009903,4,8,12,-0.434589,0.130165,0.000345
18,-85.935732,-85.927769,2.008500,198.365941,4,2,8,-0.417598,0.118698,0.118000
20,-59.844593,-59.840235,9.036100,102.930057,3,3,3,-0.204226,0.231022,1.023096
21,-43.008825,-43.005976,2.457000,96.104893,2,1,4,-0.423611,0.112685,0.297946
22,-365.559310,-365.520190,65.593400,540.925093,36,8,4,0.114324,0.268541,1.413190
23,-142.502100,-142.487020,1.712300,481.537775,8,2,14,-0.181659,0.345251,0.041441
24,-111.782490,-111.775370,5.741300,294.198040,2,6,12,-0.212768,0.312151,0.227430
25,-74.466878,-74.462012,1.449600,206.588318,1,4,8,-0.427238,0.077584,0.081775
26,-29.376797,-29.371544,0.927900,63.912009,2,1,2,0.481783,0.946543,0.169198
27,-225.096310,-225.088420,0.000000,524.937747,10,4,24,-0.401372,0.128069,0.000000
28,-33.036342,-33.031457,1.380100,107.816285,1,1,4,-0.217839,0.257435,0.149178
29,-166.413240,-166.398060,2.599900,397.366855,4,8,16,-0.426774,0.124119,0.076250
30,-166.658370,-166.637080,4.697800,386.938708,8,4,16,-0.231224,0.305072,0.141491
31,-312.578660,-312.564240,14.424200,805.549550,18,2,32,-0.325618,0.195309,0.208678
32,-41.589030,-41.586923,5.023700,103.849909,2,1,4,-0.220889,0.315407,0.563761
33,-76.054276,-76.046664,5.183600,204.504241,4,1,8,-0.219457,0.307900,0.295397
35,-50.331558,-50.328557,3.139000,230.004259,2,1,6,-0.225291,0.263867,0.159050
36,-120.361690,-120.354770,34.666700,190.182043,12,2,2,0.092257,0.271548,2.124322
37,-51.082718,-51.079597,1.146400,120.828978,3,1,4,-0.340328,0.189597,0.110571
38,-58.397017,-58.395319,1.073300,145.857214,1,3,6,-0.463531,0.061388,0.085757
39,-83.795645,-83.786165,2.772600,203.521087,2,4,8,-0.468712,0.082180,0.158765
41,-83.787214,-83.777520,2.745900,203.461222,2,4,8,-0.468095,0.082798,0.157283
42,-76.606986,-76.598667,8.993900,213.542182,4,1,8,-0.261919,0.265438,0.490842
43,-81.220494,-81.216651,5.610100,131.430229,5,3,4,-0.204315,0.212879,0.497454
44,-24.923725,-24.922563,0.932100,61.556366,1,1,2,-0.364594,0.186228,0.176468
45,-83.562820,-83.557391,0.000000,201.426260,2,4,8,-0.452371,0.098521,0.000000
46,-68.968778,-68.963905,5.857200,158.336675,3,3,5,-0.245588,0.282706,0.431108
47,-48.651612,-48.646426,2.046500,123.209504,1,3,4,-0.393332,0.178388,0.193573
48,-89.282814,-89.277211,7.247400,278.010472,2,4,10,-0.237049,0.270043,0.303807
49,-85.061601,-85.054971,6.808400,198.349894,4,2,8,-0.355255,0.181041,0.400028
50,-165.139550,-165.128010,8.211200,421.565747,4,8,16,-0.381415,0.169478,0.226996
51,-20.129930,-20.127961,0.251300,33.826506,1,1,1,-0.264632,0.170616,0.086579
52,-110.002470,-109.993710,7.719200,266.508756,6,2,10,-0.278862,0.251374,0.337550
53,-77.402886,-77.398729,2.715300,132.157588,2,6,4,-0.243306,0.226387,0.239444
54,-120.678900,-120.658410,1.934600,347.113580,4,6,12,0.158825,0.715602,0.064953
55,-57.235677,-57.233388,0.000000,176.498408,2,2,6,-0.204478,0.336225,0.000000
56,-75.549288,-75.546033,2.547700,219.137094,4,2,6,-0.310406,0.226485,0.135491
57,-143.479220,-143.465440,2.499800,383.295368,2,8,16,-0.217292,0.287530,0.076006
58,-61.906961,-61.896610,12.470200,143.279028,4,1,5,-0.109324,0.416421,1.014304
59,-79.242079,-79.234732,0.136700,213.726783,1,5,8,-0.245653,0.293965,0.007454
60,-166.011530,-166.003710,17.218000,430.215487,8,4,16,-0.208604,0.327692,0.466417
62,-86.020252,-86.009166,6.054800,205.943248,4,2,8,-0.423412,0.112884,0.342633
63,-248.913730,-248.894630,3.271400,658.872713,6,12,24,-0.410049,0.140844,0.057864
64,-49.829752,-49.825577,1.606500,128.185771,2,2,4,-0.362151,0.188672,0.146056
65,-95.101756,-95.089057,8.783300,213.705552,6,1,8,-0.350852,0.170901,0.478982
66,-91.470032,-91.460885,12.914700,133.332443,9,2,1,0.107587,0.261805,1.128823
68,-73.076499,-73.063387,3.277900,209.639874,1,4,8,-0.319651,0.185171,0.182221
69,-42.245814,-42.241740,0.039400,119.518987,2,1,4,-0.314434,0.221862,0.003842
70,-41.819386,-41.818260,1.885500,98.201100,1,2,4,-0.458023,0.092869,0.223763
71,-78.092326,-78.083892,4.060400,199.635270,4,1,8,-0.376167,0.151190,0.237033
72,-83.028109,-83.023867,4.286200,200.201568,2,4,8,-0.414262,0.136630,0.249507
73,-151.297970,-151.290930,0.799600,403.746701,1,10,16,-0.296890,0.220129,0.023080
74,-73.127938,-73.118960,3.548600,206.344589,1,4,8,-0.323926,0.180896,0.200420
76,-94.000710,-93.999773,0.000000,268.811737,4,2,10,-0.353634,0.178154,0.000000
77,-24.056870,-24.054953,3.118800,54.739207,1,1,2,-0.147692,0.403131,0.663997
78,-104.813330,-104.810160,16.273000,201.339541,4,8,4,0.004800,0.401003,0.941924
79,-166.019030,-166.011530,17.273500,430.699330,8,4,16,-0.208883,0.327413,0.467394
81,-82.585267,-82.578904,0.098900,200.650050,1,5,8,-0.484522,0.055096,0.005744
82,-67.152891,-67.150655,2.718400,169.377249,1,3,8,-0.427534,0.026913,0.187041
83,-92.741956,-92.733132,7.005000,233.565958,2,6,8,-0.108350,0.463371,0.349523
84,-56.611950,-56.607070,8.192100,184.175842,2,2,6,-0.141846,0.398857,0.518370
85,-86.032225,-86.021709,6.097200,207.008837,4,2,8,-0.424308,0.111988,0.343257
86,-66.074671,-66.069035,3.158400,278.967460,2,2,8,-0.218349,0.256925,0.131944
87,-54.109847,-54.104014,11.722000,88.914583,1,6,1,-0.041448,0.160831,1.536406
88,-201.944250,-201.932580,50.785800,346.156308,12,12,4,-0.105884,0.182533,1.709808
89,-41.822669,-41.821571,1.889700,98.569423,1,2,4,-0.458496,0.092396,0.223423
90,-86.983870,-86.972312,5.000000,205.832234,5,1,8,-0.390165,0.134190,0.283096
91,-54.205473,-54.199289,12.252800,89.713404,1,6,1,-0.053358,0.148921,1.591679
92,-79.979448,-79.975781,11.956700,137.840784,4,4,4,-0.219960,0.215288,1.010907
93,-391.410050,-391.369160,0.008500,826.445586,4,30,30,-0.430786,0.152417,0.000120
94,-51.468513,-51.462948,0.556900,125.760498,3,1,4,-0.388247,0.141678,0.051607
95,-64.495331,-64.490625,1.613300,283.700353,1,3,8,-0.205865,0.248582,0.066272
96,-74.774943,-74.772574,1.196400,190.041342,1,4,8,-0.451127,0.053695,0.073368
97,-166.221450,-166.202130,5.701800,403.660117,4,8,16,-0.419777,0.131116,0.164617
99,-83.609546,-83.601712,9.965300,216.071531,4,2,8,-0.251451,0.284845,0.537490
100,-108.596250,-108.591670,0.000000,256.685457,4,4,10,-0.359705,0.189107,0.000000
101,-163.279160,-163.267730,12.190200,419.234180,10,1,16,-0.264274,0.255334,0.338869
102,-116.054520,-116.041750,0.055300,244.881020,8,2,8,-0.149736,0.334698,0.002632
103,-292.455740,-292.445080,4.508000,824.584361,2,18,32,-0.378281,0.116929,0.063713
104,-47.930292,-47.926645,8.774100,90.200980,4,1,2,0.069481,0.419277,1.133623
105,-49.439739,-49.434943,7.713200,127.248085,2,4,2,0.376067,0.772270,0.706416
106,-48.969755,-48.965556,0.015500,104.672832,1,4,3,-0.088529,0.417891,0.001726
107,-173.859080,-173.846870,6.256700,402.527509,10,2,16,-0.386674,0.137681,0.181145
108,-42.258504,-42.256071,0.064700,112.289160,2,1,4,-0.316482,0.219814,0.006715
109,-58.565605,-58.561932,6.551100,125.026386,4,1,4,-0.209854,0.274581,0.610647
110,-123.117310,-123.109680,7.882700,177.338876,12,3,1,0.092422,0.234102,0.518022
111,-74.467490,-74.461334,1.448500,207.011139,1,4,8,-0.427186,0.077637,0.081546
112,-161.212560,-161.189650,0.038500,463.950460,4,8,16,-0.240759,0.310133,0.000967
113,-180.825050,-180.818410,4.706900,413.492070,12,1,16,-0.277708,0.239536,0.132662
114,-73.077169,-73.064185,3.308200,209.783168,1,4,8,-0.319713,0.185110,0.183780
115,-65.903165,-65.899871,1.000200,196.381658,1,3,8,-0.323302,0.131145,0.059356
116,-164.152360,-164.145540,6.308100,404.115208,8,3,16,-0.402608,0.129384,0.181916
117,-137.237600,-137.232820,6.453000,429.570047,6,2,16,-0.311580,0.184521,0.175067
118,-168.455430,-168.448760,0.630400,426.027671,1,12,16,-0.393052,0.153982,0.017245
119,-349.511240,-349.478190,4.417900,813.211367,6,25,27,-0.273716,0.298485,0.063313
120,-64.502724,-64.497072,1.483800,284.398193,1,3,8,-0.206402,0.248045,0.060803
121,-184.728540,-184.717550,6.600300,420.624146,12,4,13,-0.126897,0.366704,0.182872
122,-178.963040,-178.954250,0.105000,388.565521,10,4,14,-0.372112,0.160798,0.003149
124,-213.298310,-213.286330,50.652500,380.581047,18,6,6,0.083779,0.369882,1.551069
125,-58.389931,-58.388246,1.073700,146.085185,1,3,6,-0.462824,0.062095,0.085655
126,-333.445640,-333.420060,56.605800,536.651438,20,16,12,-0.152716,0.209535,1.229266
128,-79.877856,-79.874574,4.543000,130.597667,4,4,4,-0.211526,0.223722,0.405401
129,-91.918829,-91.912910,26.872500,142.306654,9,2,1,0.069919,0.224136,2.200697
130,-41.836833,-41.834751,3.079200,107.619798,2,1,4,-0.256293,0.280003,0.333444
131,-106.337990,-106.333950,0.000000,232.543038,1,8,8,-0.580902,0.004309,0.000000
132,-54.462743,-54.458574,9.407400,119.121755,2,4,3,0.235003,0.694278,0.920356
133,-83.602893,-83.595397,9.952600,215.551330,4,2,8,-0.251000,0.285296,0.538100
135,-95.392862,-95.372806,16.427100,244.157887,6,2,8,0.083821,0.613746,0.784093
136,-111.131300,-111.124620,3.021000,243.615791,6,3,8,-0.442529,0.078965,0.144518
137,-189.196530,-189.185110,0.276700,512.581215,3,10,20,-0.386581,0.130421,0.006291
138,-24.700990,-24.699440,0.460200,49.428447,1,1,2,-0.308814,0.242009,0.108504
139,-175.821200,-175.812730,12.891100,383.208665,11,1,16,-0.405862,0.112522,0.392042
140,-172.310880,-172.299670,3.757800,393.943951,8,4,16,-0.433460,0.102836,0.111167
141,-25.725584,-25.724621,0.036300,43.677210,1,2,1,0.124279,0.520483,0.009686
142,-11.144425,-11.137157,8.402800,511.814829,1,1,6,3.605938,3.962394,0.191332
143,-76.846275,-76.839363,8.161600,210.295269,4,1,8,-0.280434,0.246923,0.452296
144,-112.732400,-112.717180,18.943400,175.980080,3,12,1,-0.061635,0.083433,1.254503
145,-506.432490,-506.392270,38.378400,1323.317053,16,24,44,-0.313125,0.244797,0.337987
146,-162.581410,-162.575860,0.000000,391.674311,4,8,16,-0.290267,0.260626,0.000000
147,-48.552075,-48.549542,1.136700,180.060796,1,2,6,-0.186356,0.275033,0.073571
148,-24.912734,-24.910863,1.236500,55.665506,1,1,2,-0.361669,0.189153,0.258872
149,-155.274760,-155.262050,25.425400,226.557608,15,4,1,0.058144,0.192302,1.307876
150,-162.409150,-162.399720,8.025300,423.571538,4,8,16,-0.283976,0.266916,0.220807
151,-123.496000,-123.490300,10.114000,197.225337,9,3,6,-0.177783,0.221358,0.597637
152,-42.520720,-42.515764,0.693100,116.107730,2,1,4,-0.353581,0.182715,0.069568
153,-60.411943,-60.408115,17.487200,94.963694,6,1,1,0.063415,0.242707,2.146051
154,-48.742141,-48.739771,0.007500,122.690720,1,3,4,-0.405000,0.166720,0.000712
155,-421.416730,-421.395360,16.632200,829.210296,30,4,30,-0.319576,0.175618,0.233756
156,-155.572540,-155.562940,6.493300,481.609355,4,8,14,-0.360569,0.201722,0.157126
157,-940.066590,-939.987180,90.542100,2394.623471,48,16,96,-0.213199,0.317287,0.440647
159,-42.194956,-42.190477,0.212600,118.817056,2,1,4,-0.307111,0.229185,0.020853
160,-101.670830,-101.664060,9.220300,272.865998,6,2,8,-0.309382,0.220543,0.393798
161,-90.447807,-90.432122,0.035500,123.591687,9,2,1,0.193318,0.347535,0.003347
162,-42.751616,-42.748196,0.000800,116.189092,2,1,4,-0.386785,0.149511,0.000080
163,-50.709547,-50.705407,4.238600,100.364762,3,1,4,-0.293554,0.236371,0.492174
164,-66.067679,-66.064422,3.225500,283.194407,2,2,8,-0.217964,0.257309,0.132736
165,-40.407018,-40.403256,0.253600,113.399529,1,2,4,-0.255880,0.295013,0.026062
166,-192.313000,-192.291900,50.997900,312.846525,12,12,2,-0.060935,0.175576,1.899758
167,-41.653462,-41.650445,2.581500,133.787293,2,1,4,-0.229964,0.306332,0.224872
168,-327.872370,-327.854690,0.015700,776.806874,8,16,32,-0.338534,0.212358,0.000236
169,-134.177790,-134.168490,25.056700,235.997073,4,12,4,-0.086542,0.237104,1.237356
170,-103.305360,-103.300810,1.575900,242.445956,5,2,10,-0.390759,0.142119,0.075751
171,-85.056372,-85.054323,4.958200,263.877047,4,1,10,-0.240024,0.260242,0.218978
172,-150.554090,-150.547100,1.062900,437.569709,6,4,16,-0.269879,0.265337,0.028309
173,-34.417944,-34.417115,1.000000,83.565204,1,1,4,-0.448782,0.026492,0.139461
174,-67.659878,-67.655459,4.663700,280.756424,3,1,8,-0.231501,0.264600,0.193588
175,-54.184841,-54.180269,11.705300,88.851609,1,6,1,-0.050980,0.151299,1.535305
176,-51.165284,-51.161171,6.570800,122.624430,4,2,2,0.517439,0.861637,0.624480
179,-48.753716,-48.751257,1.738600,228.729551,1,2,6,-0.208769,0.252620,0.088584
180,-18.688436,-18.686774,3.000000,42.267319,1,1,1,0.215764,0.651012,0.827168
181,-74.162330,-74.159344,19.056600,115.219248,5,4,1,-0.089716,0.155468,1.927515
182,-94.286842,-94.274424,5.447800,247.287133,5,1,10,-0.281512,0.243890,0.256742
183,-49.250160,-49.241377,7.151900,112.659251,3,1,4,-0.110550,0.419375,0.739830
184,-40.305362,-40.303460,3.265200,107.853483,1,2,4,-0.241623,0.309269,0.352820
185,-206.166840,-206.156240,5.314600,481.515037,3,12,20,-0.455799,0.086074,0.128629
186,-85.643560,-85.636077,6.205800,208.908817,4,2,8,-0.396763,0.139533,0.346193
187,-107.871230,-107.854630,23.779600,178.142196,2,12,2,-0.019361,0.182918,1.555662
188,-164.401450,-164.387080,7.308500,378.057921,8,3,16,-0.411554,0.120438,0.225293
189,-66.069318,-66.063024,3.059500,284.988666,2,2,8,-0.217848,0.257426,0.125112
190,-72.999457,-72.997203,0.059700,173.413325,2,4,6,-0.336104,0.228650,0.004012
191,-118.216740,-118.210130,11.539800,296.514953,6,2,12,-0.248785,0.281700,0.453554
192,-32.969282,-32.966327,2.407700,102.281544,1,1,4,-0.206984,0.268290,0.274336
193,-84.947861,-84.946050,4.665000,266.815830,4,1,10,-0.232806,0.267460,0.203759
194,-31.013953,-31.007708,0.067500,64.428512,2,1,2,0.154550,0.619310,0.012210
195,-73.262800,-73.257590,0.490700,225.321986,2,2,10,-0.110607,0.296770,0.025380
196,-162.800120,-162.789390,12.292700,409.168582,4,8,16,-0.297893,0.253000,0.350124
197,-41.784125,-41.781773,1.223100,96.001854,1,2,4,-0.452811,0.098082,0.148477
198,-76.856684,-76.850185,8.114200,208.772318,4,1,8,-0.281266,0.246091,0.452950
199,-76.484086,-76.480737,1.932100,165.648325,4,2,6,-0.388298,0.148593,0.135931
200,-133.251960,-133.241240,27.005900,279.645234,12,2,6,0.255506,0.602550,1.125456
201,-42.995173,-42.991995,2.812200,96.710272,2,1,4,-0.421614,0.114682,0.338884
202,-98.761622,-98.751258,24.243500,161.624047,6,6,2,0.052333,0.340750,1.748102
203,-77.978755,-77.975687,3.000000,197.109958,4,1,8,-0.367843,0.159514,0.177374
204,-92.025012,-92.015865,8.366600,198.933231,6,1,8,-0.145973,0.375780,0.490139
205,-122.281420,-122.272580,17.765500,180.726856,11,4,1,0.055453,0.223151,1.145598
206,-83.692369,-83.688332,3.890400,205.692335,2,4,8,-0.461724,0.089168,0.220421
207,-38.538194,-38.536736,8.875000,99.692748,2,2,2,0.021899,0.457147,1.037486
208,-172.235750,-172.225430,3.736300,398.769843,8,4,16,-0.430808,0.105488,0.109194
210,-53.911499,-53.909338,5.120800,146.165626,2,2,5,-0.316761,0.232051,0.408291
211,-117.450180,-117.441180,2.083700,309.665380,4,4,12,-0.353198,0.187505,0.078419
212,-59.659703,-59.650967,3.439000,97.579689,3,3,3,-0.183196,0.252051,0.410724
213,-94.999377,-94.992246,7.720100,211.350377,6,1,8,-0.344398,0.177355,0.425694
214,-29.203800,-29.201557,0.027800,64.346776,1,2,2,0.230060,0.738147,0.005035
215,-162.454320,-162.441160,35.720200,268.430848,3,18,3,-0.046828,0.155451,1.550811
216,-41.177972,-41.175060,1.219400,100.833781,1,2,4,-0.366138,0.184755,0.140935
217,-39.543450,-39.539500,3.869500,82.965215,3,1,2,0.092872,0.492014,0.543546
218,-215.023730,-215.008030,5.793700,506.457386,9,9,16,-0.355606,0.185004,0.133319
219,-38.012875,-38.011114,1.525400,91.559885,2,1,3,-0.350089,0.186802,0.194158
221,-143.369070,-143.359570,19.002800,242.679762,1,16,5,-0.190452,0.113431,0.912560
222,-66.050980,-66.047062,3.261500,280.701390,2,2,8,-0.216518,0.258756,0.135410
223,-73.446797,-73.444990,0.143000,190.597810,2,4,6,-0.373420,0.191335,0.008744
224,-78.624383,-78.617694,5.425200,133.716550,3,5,4,-0.225836,0.227465,0.472833
225,-49.499209,-49.497146,2.441500,98.972399,2,2,4,-0.321097,0.229726,0.287488
226,-166.367470,-166.361800,0.000000,401.370429,4,8,16,-0.425479,0.125414,0.000000
227,-85.612561,-85.606072,0.024100,202.285917,4,2,8,-0.394620,0.141677,0.001388
228,-87.965749,-87.957765,0.001000,207.919499,1,6,8,-0.351633,0.212845,0.000056
229,-113.121660,-113.113380,8.515600,232.888525,4,6,8,-0.304516,0.228060,0.426132
230,-386.458770,-386.434160,78.317700,698.167693,32,8,16,0.015534,0.365330,1.307307
231,-117.317860,-117.307530,10.377200,256.175037,5,4,10,-0.361804,0.183667,0.472086
232,-42.690981,-42.688506,0.558700,115.613947,2,1,4,-0.378258,0.158038,0.056318
233,-42.681020,-42.678228,0.263400,96.135385,2,1,4,-0.376790,0.159506,0.031931
234,-48.452698,-48.449487,3.236100,124.473410,1,4,3,-0.024021,0.482399,0.302986
235,-48.342776,-48.338607,2.363600,102.132135,1,3,4,-0.354855,0.216865,0.269705
236,-455.365670,-455.345620,44.498200,1065.754722,30,4,38,-0.296697,0.222935,0.486589
237,-72.649400,-72.643602,0.011300,198.257362,1,4,8,-0.287360,0.217462,0.000664
239,-65.335304,-65.330117,0.421500,198.831732,2,2,8,-0.156772,0.318502,0.024705
240,-422.943740,-422.915820,6.124800,1094.017018,4,30,38,-0.362167,0.204293,0.065245
241,-85.913608,-85.909203,2.098000,191.275961,4,2,8,-0.416272,0.120024,0.127827
242,-67.001775,-66.994763,19.056700,140.352923,6,2,2,0.493847,0.779950,1.582354
243,-39.504138,-39.502536,2.077900,99.040631,1,2,4,-0.127206,0.423687,0.244506
244,-47.738932,-47.731110,5.359800,120.061863,2,2,4,-0.100342,0.450480,0.520261
245,-519.893760,-519.865000,24.553100,1244.087493,24,16,44,-0.337457,0.204543,0.230003
246,-102.521800,-102.511340,0.056200,225.590362,6,2,8,-0.362337,0.167588,0.002903
247,-127.812590,-127.798000,15.034500,353.381946,6,4,12,-0.035829,0.505750,0.495818
248,-99.334773,-99.326779,8.400600,207.134090,4,4,8,-0.341877,0.208945,0.472646
249,-81.316199,-81.311858,7.471600,214.519339,2,4,8,-0.291976,0.258917,0.405905
250,-90.363206,-90.354023,8.855800,277.634542,4,2,10,-0.125774,0.406013,0.371734
251,-50.960433,-50.956947,10.755400,101.493505,2,4,2,0.185816,0.582020,1.234996
252,-84.987101,-84.980557,5.107200,200.588323,2,8,4,0.233846,0.645994,0.296725
253,-49.864396,-49.860296,0.000100,122.786292,2,2,4,-0.366491,0.184332,0.000009
255,-93.078770,-93.072565,0.929300,205.021287,4,3,8,-0.406900,0.137144,0.052824
257,-49.871103,-49.866556,0.003600,121.662126,2,2,4,-0.367273,0.183550,0.000345
258,-418.438460,-418.407900,27.157300,1112.937002,8,32,32,0.009606,0.566253,0.284376
259,-104.935620,-104.929050,5.236100,264.782526,2,6,10,-0.314960,0.241594,0.230460
260,-42.640385,-42.637025,0.563900,97.196173,2,1,4,-0.370904,0.165392,0.067613
261,-153.419090,-153.413490,3.543600,344.919943,8,4,12,-0.407132,0.129759,0.119730
262,-108.720380,-108.706730,2.573600,277.228718,4,4,10,-0.366097,0.182715,0.108188
263,-108.498050,-108.495260,3.517200,303.670629,4,4,10,-0.354349,0.194463,0.134981
264,-96.889089,-96.878219,0.008800,219.275257,2,8,6,-0.022723,0.483696,0.000468
266,-41.029857,-41.023922,0.040600,119.010590,1,2,4,-0.344546,0.206346,0.003976
267,-40.938588,-40.933457,0.445000,119.756016,1,2,4,-0.331623,0.219270,0.043305
268,-89.900713,-89.888257,24.148600,212.721900,4,8,2,0.481319,0.762699,1.322992
269,-77.958173,-77.946030,7.368800,129.350733,1,9,2,0.051628,0.292047,0.663904
270,-191.429450,-191.418880,17.515100,444.016915,12,2,16,-0.392211,0.129542,0.459717
271,-41.311735,-41.309915,1.059100,98.304448,1,2,4,-0.385403,0.165490,0.125557
272,-68.900079,-68.896522,0.420200,156.355193,3,3,5,-0.239462,0.288832,0.031320
273,-71.617896,-71.611598,1.361800,213.877486,1,4,8,-0.207975,0.296847,0.074204
274,-49.579610,-49.574339,0.160900,129.858952,1,3,4,-0.509321,0.062399,0.014440
275,-215.535640,-215.516150,10.271900,510.224561,4,16,16,-0.165733,0.390914,0.234621
276,-49.611289,-49.611108,1.997800,110.256451,2,2,4,-0.335342,0.215481,0.211167
277,-142.934400,-142.921230,35.338800,223.957348,4,15,1,-0.110546,0.023080,1.838924
278,-51.048181,-51.043538,0.644300,120.540523,3,1,4,-0.335821,0.194105,0.062292
279,-68.316158,-68.308589,5.314600,201.074522,3,1,8,-0.285928,0.210173,0.308029
280,-42.977943,-42.975252,1.734100,94.634942,2,1,4,-0.419222,0.117074,0.213550
281,-24.771281,-24.769655,1.234300,55.752744,1,1,2,-0.326367,0.224455,0.258007
282,-66.628426,-66.623718,0.161300,131.760257,4,2,4,-0.306280,0.158480,0.014267
283,-76.320417,-76.314443,9.006000,207.101003,4,1,8,-0.240055,0.287302,0.506789
284,-131.735760,-131.719430,0.353000,232.304112,2,12,7,-0.167808,0.287928,0.017709
285,-196.023170,-195.998740,17.308100,293.232180,18,6,2,0.126172,0.300548,0.687884
286,-36.744380,-36.741921,0.297000,95.027962,1,2,3,-0.376657,0.188097,0.036424
287,-180.368730,-180.360550,8.274300,395.157907,12,4,12,-0.123326,0.354081,0.244027
289,-48.808294,-48.802822,0.407900,122.786477,1,3,4,-0.412882,0.158839,0.038715
290,-24.348340,-24.346999,0.000000,54.702514,1,1,2,-0.220703,0.330119,0.000000
291,-234.727400,-234.711770,3.990500,476.732798,16,4,16,-0.222744,0.261690,0.097551
292,-73.133243,-73.124205,3.684600,207.457561,1,4,8,-0.324330,0.180493,0.206985
293,-49.517167,-49.513107,2.449800,99.492217,2,2,4,-0.323092,0.227731,0.286958
294,-91.360048,-91.356755,1.131700,206.173766,3,4,8,-0.387752,0.167437,0.063970
295,-44.481662,-44.477957,7.891400,89.091234,1,4,2,-0.050108,0.362040,1.032278
296,-25.944703,-25.940172,0.135200,68.007158,1,2,2,0.882337,1.390424,0.023169
297,-33.023408,-33.021975,1.628300,175.089481,1,1,4,-0.216258,0.259015,0.108381
298,-172.522340,-172.503940,30.412500,312.890462,4,17,4,-0.225117,0.033800,1.132758
299,-179.736720,-179.722540,9.466200,381.694006,8,8,12,-0.304626,0.203730,0.289027
300,-167.119490,-167.113140,5.848200,386.725535,4,8,16,-0.452313,0.098580,0.176237
301,-326.523370,-326.503600,32.789100,836.860000,20,2,32,-0.263684,0.255924,0.456619
302,-27.229892,-27.227796,7.374400,47.840000,2,1,1,0.105636,0.449835,1.796441
303,-367.354300,-367.327660,9.744200,879.120000,24,3,32,-0.252716,0.266821,0.129174
304,-261.088340,-261.071560,10.484200,638.390000,4,18,22,-0.294676,0.282744,0.191393
305,-509.305690,-509.270070,38.239900,1294.120000,16,24,44,-0.347384,0.210538,0.344365
306,-24.665200,-24.663641,1.620500,57.310000,1,1,2,-0.299864,0.250959,0.329531
307,-152.972490,-152.967040,16.437500,393.140000,8,2,16,-0.253061,0.274296,0.487266
308,-426.848190,-426.815440,15.141100,1031.200000,18,12,40,-0.418081,0.122992,0.171117
309,-330.718440,-330.696050,6.203600,911.980000,16,8,32,-0.185187,0.351109,0.079275
311,-48.710400,-48.706494,0.481500,122.270000,1,3,4,-0.400841,0.170880,0.045894
312,-167.387650,-167.379000,3.731700,407.620000,4,8,16,-0.461808,0.089085,0.106691
313,-97.009101,-96.998177,14.187800,159.780000,9,2,2,-0.008933,0.211734,1.034832
314,-143.488710,-143.474460,2.647600,382.230000,2,8,16,-0.217639,0.287183,0.080724
315,-60.247674,-60.242603,3.436600,146.070000,3,1,6,-0.362539,0.167947,0.274186
316,-83.764964,-83.753917,19.791300,134.290000,2,9,1,-0.083516,0.080622,1.717545
317,-50.987674,-50.982014,0.237200,121.350000,3,1,4,-0.328130,0.201795,0.022780
318,-109.239890,-109.231970,20.151000,200.830000,8,4,4,0.085587,0.429786,1.169352
319,-75.245704,-75.234706,7.742000,202.670000,4,2,6,-0.284462,0.252429,0.445186
320,-83.715274,-83.709369,19.089700,133.310000,2,9,1,-0.079804,0.084335,1.668836
321,-116.730350,-116.723780,2.910100,291.360000,2,6,12,-0.460188,0.064730,0.116401
322,-203.678570,-203.661720,3.147800,485.780000,1,14,20,-0.466161,0.066692,0.075517
323,-129.181300,-129.172220,3.723500,254.800000,9,1,10,-0.306844,0.210542,0.170306
